current full name without authority,Endemicity_level,Growth Form,Growth Form_1,Growth Form_2,Raunkier_life_form,Height_max (m),Clonality,Photosynthetic pathway,MIN length Leaf (mm),MAX length Leaf (mm),MIN width Leaf (mm),MAX width Leaf (mm),Leaf_type,Laminar Unit Area (mm2),1_Nutrient_uptake_strategy,1_Dispersal_mode,Fruit_type,Fruit_functional_type,Min_length_fruit(mm),Max_length_fruit(mm),Min_breadth_fruit(mm),Max_breadth_fruit(mm),Seed_mass (g),1_Pollination_syndrome,Sex habit,References,regen_strategy,plant_height_unique,seed_mass_unique,leaf_length_min_unique,leaf_length_max_unique,leaf_width_min_unique,leaf_width_max_unique
Megathyrsus maximus var. coloratus,Cosmopolitan,Tussock,NA,NA,Hemicryophyte Therophyte,4.5,not_vegetative,C4,60,1000,4,35,simple,6201,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,Edwards & Still 2008/AusGrass/ePIC/Watson & Dallwitz 1992,NA,4.5,NA,60,1000,4,35
Megathyrsus maximus var. pubiglumis,Cosmopolitan,Tussock,NA,NA,Hemicryophyte Therophyte,4.5,not_vegetative,C4,60,1000,4,35,simple,6201,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,Edwards & Still 2008/AusGrass/ePIC/Watson & Dallwitz 1992,NA,4.5,NA,60,1000,4,35
Melinis minutiflora,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.2,not_vegetative,C4,50,200,3,11,simple,525,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,1.1e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992,NA,NA,0.11,50,200,3,11
Melinis repens,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,1.5,not_vegetative,C4,30,300,2,10,simple,594,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,4.7e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992,NA,NA,0.47,30,NA,NA,NA
Micraira subulifolia,Queensland,Tussock,Short Basal,NA,Hemicryophyte,0.08,not_vegetative,C3,5,15,0.3,1,simple,3.9,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.75,0.9,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,15,NA,NA
Microlaena stipoides,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.75,vegetative,NA,25,250,1,10,simple,453.75,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.00497,Wind,hermaphrodite,AusGrass/ePIC/Flora of NSW 1993 /APNI,Clonal below ground,NA,4.97,NA,NA,NA,10
Microlaena stipoides var. stipoides,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.75,vegetative,NA,25,250,1,10,simple,453.75,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Flora of NSW 1993,Clonal below ground,NA,NA,NA,NA,NA,10
Microstegium nudum,Cosmopolitan,Tussock,Short Basal,NA,Therophyte,1,not_vegetative,NA,10,80,2,13,simple,202.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2,NA,NA,6e-5,Wind,andromonoecious,AusGrass/Flora of NSW 1993/ePIC/APNI,NA,1,0.06,10,80,2,13
Mnesithea formosa,Australia,Tussock,NA,NA,Therophyte,0.6,not_vegetative,C4,10,120,1,4,simple,97.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Mnesithea granularis,Cosmopolitan,Tussock,NA,NA,Therophyte,1,not_vegetative,C4,20,150,3,12,simple,382.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,1,NA,20,150,3,12
Mnesithea pilosa,Queensland,Tussock,NA,NA,Therophyte,0.3,not_vegetative,C4,30,60,1,3,simple,54,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Mnesithea rottboellioides,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,3,not_vegetative,C4,200,500,8,20,simple,2940,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,3,NA,200,500,8,20
Ophiuros exaltatus,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,4,not_vegetative,C4,500,1000,10,40,simple,11250,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,4,NA,NA,NA,NA,NA
Oplismenus aemulus,Australia,Tussock,NA,NA,Hemicryophyte,3,not_vegetative,NA,10,100,4,18,simple,363,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,8.9e-4,Wind,hermaphrodite,AusGrass/ePIC/Flora of NSW 1993 /APNI,NA,3,0.89,10,130,4,20
Oplismenus burmannii,Cosmopolitan,Tussock,NA,NA,Therophyte,0.6,not_vegetative,NA,10,100,5,20,simple,412.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,4.9e-4,Wind,hermaphrodite,AusGrass/ePIC/Flora of NSW 1993,NA,0.6,0.49,10,100,5,20
Oplismenus compositus,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,NA,20,240,8,27,simple,1365,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.001,Wind,hermaphrodite,AusGrass/ePIC/Flora of NSW 1993 /APNI,NA,NA,1,NA,NA,NA,NA
Oplismenus hirtellus subsp. imbecillis,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,1,not_vegetative,NA,10,130,4,20,simple,504,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/ePIC/Flora of NSW 1993 /APNI,NA,3,NA,10,130,4,20
Oplismenus undulatifolius var. mollis,NA,Tussock,NA,NA,Hemicryophyte,NA,not_vegetative,NA,NA,NA,NA,NA,simple,NA,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Flora of NSW 1993,NA,NA,NA,NA,NA,NA,NA
Oryza australiensis,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,3,vegetative,C3,100,350,3,14,simple,1147.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,4.7,6.4,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,Clonal below ground,3,NA,NA,NA,NA,NA
Oryza meridionalis,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,2,not_vegetative,C3,180,300,9,12,simple,1512,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,6,8.3,NA,NA,0.00153,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992,NA,3,1.53,180,600,NA,NA
Oryza rufipogon,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,3,vegetative,C3,200,600,5,25,simple,3600,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,5.2,6.7,NA,NA,NA,Wind,hermaphrodite,AusGrass/APNI/Watson & Dallwitz 1992,Clonal below ground Clonal above ground,3,NA,180,600,NA,NA
Oryza sativa,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,1.9,not_vegetative,C3,120,650,4,22,simple,3003,arbuscular mycorrhiza,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,5.1,7.5,NA,NA,0.0275,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/Wang & Qiu 2006,NA,1.9,27.5,120,650,4,22
Ottochloa gracillima,Australia,Tussock,Short Basal,NA,Hemicryophyte,0.6,not_vegetative,C3,10,100,1.5,7,simple,140.25,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Ottochloa nodosa,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,2,not_vegetative,C3,15,200,2,20,simple,709.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/APNI/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Oxychloris scariosa,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.5,not_vegetative,C4,50,160,0.5,3.5,simple,126,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.3,2.1,NA,NA,6.8e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,NA,NA,0.68,NA,NA,NA,NA
Panicum,NA,Tussock,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,simple,NA,NA,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panicum antidotale,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,2,not_vegetative,NA,60,300,2.5,15,simple,945,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.25,NA,NA,0.0012,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992,NA,2,1.2,60,300,2.5,15
Panicum bombycinum,Queensland,Tussock,NA,NA,Hemicryophyte,0.35,not_vegetative,NA,90,210,2,4,simple,270,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Panicum chillagoanum,Queensland,Tussock,NA,NA,Therophyte,0.6,not_vegetative,NA,20,120,2,5,simple,147,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/NCA 2006,NA,NA,NA,NA,NA,NA,NA
Panicum coloratum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.2,vegetative,NA,30,300,2,10,simple,594,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,7.2e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,Clonal below ground,1.2,0.72,30,300,2,10
Panicum decompositum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.8,vegetative,NA,70,500,2.5,12,simple,1239.75,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.5,NA,NA,5.8e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,Clonal below ground,NA,0.58,NA,NA,NA,NA
Panicum decompositum var. decompositum,NA,Tussock,NA,NA,Hemicryophyte,0.8,vegetative,NA,70,500,2.5,12,simple,1239.75,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.5,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,Clonal below ground,NA,NA,NA,NA,NA,NA
Panicum decompositum var. tenuius,NA,Tussock,NA,NA,Hemicryophyte,0.8,vegetative,NA,70,500,2.5,12,simple,1239.75,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.5,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal below ground,NA,NA,NA,NA,NA,NA
Panicum effusum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,vegetative,NA,50,250,2,6,simple,360,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,5.5e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,Clonal below ground,NA,0.55,NA,NA,NA,NA
Panicum incomtum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,2,not_vegetative,NA,60,300,7,25,simple,1728,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,2,NA,60,300,7,25
Panicum lachnophyllum,Australia,Tussock,NA,NA,Hemicryophyte,0.3,vegetative,NA,15,100,3,9,simple,207,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal above ground,NA,NA,NA,NA,NA,NA
Panicum laevinode,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,1.2,not_vegetative,NA,50,200,2.5,8,simple,393.75,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.5,NA,NA,6.4e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,NA,NA,0.64,NA,NA,NA,NA
Panicum larcomianum,Queensland,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,NA,90,350,2,4,simple,396,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Panicum miliaceum,Cosmopolitan,Tussock,NA,NA,Therophyte,1.2,not_vegetative,NA,100,300,6,20,simple,1560,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.0043,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992,NA,NA,4.3,100,300,6,NA
Panicum mindanaense,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,0.8,not_vegetative,NA,30,180,1.5,4.5,simple,189,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Panicum mitchellii,Queensland,Tussock,NA,NA,Hemicryophyte,2,vegetative,NA,100,500,6,14,simple,1800,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,Clonal below ground,NA,NA,NA,NA,NA,NA
Panicum paludosum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.3,not_vegetative,NA,70,300,5,15,simple,1110,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.5,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Panicum pygmaeum,Australia,Tussock,NA,NA,Hemicryophyte,0.29,vegetative,NA,10,45,1,6,simple,57.75,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,Clonal above ground,NA,NA,NA,NA,NA,NA
Panicum queenslandicum var. queenslandicum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.8,not_vegetative,NA,100,350,1,4,simple,337.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Panicum robustum,Queensland,Tussock,NA,NA,Therophyte,1.8,not_vegetative,NA,100,350,5,10,simple,1012.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,1.8,NA,100,350,5,10
Panicum seminudum,Cosmopolitan,Tussock,NA,NA,Therophyte,0.9,not_vegetative,NA,40,300,3,9,simple,612,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Panicum seminudum var. seminudum,NA,Tussock,NA,NA,Therophyte,0.9,not_vegetative,NA,40,300,3,9,simple,612,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Panicum seminudum var. cairnsianum,NA,Tussock,NA,NA,Therophyte,0.9,not_vegetative,NA,40,300,3,9,simple,612,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Panicum simile,Australia,Tussock,NA,NA,Therophyte,0.7,not_vegetative,NA,30,150,1,3.5,simple,121.5,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,9.1e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,NA,NA,0.91,NA,NA,NA,NA
Panicum trachyrhachis,Cosmopolitan,Tussock,NA,NA,Therophyte,1.8,not_vegetative,NA,120,450,3,7,simple,855,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,1.8,NA,NA,NA,NA,NA
Panicum trichoides,Cosmopolitan,Tussock,NA,NA,Therophyte,1,vegetative,NA,15,80,5,20,simple,356.25,no obvious special uptake strategy,Water Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,1.1e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,Clonal above ground,1,0.11,15,80,5,20
Paraneurachne muelleri,Australia,Tussock,NA,NA,Hemicryophyte,0.45,vegetative,C4,10,120,2,4,simple,117,no obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2.1,3.25,NA,NA,0.00269,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,Clonal above ground,NA,2.69,NA,NA,NA,NA
Paspalidium,NA,Tussock,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,simple,NA,NA,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paspalidium albovillosum,Australia,Tussock,NA,NA,Hemicryophyte,0.7,not_vegetative,C4,35,150,1,4.5,simple,152.625,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Paspalidium aversum,Australia,Tussock,NA,NA,Hemicryophyte,0.9,not_vegetative,C4,80,250,3,9,simple,594,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA,NA,NA,NA,NA,NA,NA
Paspalidium caespitosum,Australia,Tussock,NA,NA,Hemicryophyte,0.7,not_vegetative,C4,80,250,1,4,simple,247.5,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,5.3e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992,NA,NA,0.53,NA,NA,NA,NA
Paspalidium clementii,Australia,Tussock,NA,NA,Therophyte,0.4,not_vegetative,C4,50,120,2,4.5,simple,165.75,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,4.92e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Paspalidium constrictum,Australia,Tussock,NA,NA,Hemicryophyte,0.6,vegetative,C4,60,150,1,4,simple,157.5,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.001413,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,Clonal below ground,NA,NA,NA,NA,NA,NA
Paspalidium criniforme,Australia,Tussock,NA,NA,Hemicryophyte,0.6,vegetative,C4,30,120,1,3,simple,90,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal below ground,NA,NA,NA,NA,NA,NA
Paspalidium disjunctum,Australia,Tussock,NA,NA,Hemicryophyte,0.7,not_vegetative,C4,70,150,2,5,simple,231,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,3.1e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992,NA,0.7,0.31,70,150,2,5
Paspalidium distans,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,50,180,1,6.5,simple,258.75,no obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,4.52e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,NA,1,NA,50,180,NA,NA
Paspalidium flavidum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,40,200,4,8,simple,432,arbuscular mycorrhiza,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI/Wang & Qiu 2006,NA,NA,NA,NA,NA,NA,NA
Paspalidium gausum,Australia,Tussock,NA,NA,Hemicryophyte,0.8,vegetative,C4,70,240,2,9,simple,511.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,9.85e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992,Clonal below ground,NA,NA,NA,NA,NA,NA
Paspalidium globoideum,Australia,Tussock,NA,NA,Hemicryophyte,0.8,vegetative,C4,60,250,3,6,simple,418.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,Clonal below ground,NA,NA,NA,NA,NA,NA
Paspalidium gracile,Gondwanan,Tussock,NA,NA,Hemicryophyte,0.9,vegetative,C4,70,140,1,4,simple,157.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,GrassBase/AusGrass/Watson & Dallwitz 1992/APNI,Clonal below ground,NA,NA,NA,NA,NA,NA
Paspalidium jubiflorum,Australia,Tussock,NA,NA,Hemicryophyte,1.2,vegetative,C4,70,250,2.5,10,simple,600,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,6.85e-4,Wind,hermaphrodite,AusGrass/ePIC/Watson & Dallwitz 1992/APNI,Clonal below ground,NA,NA,NA,NA,NA,NA
Paspalidium rarum,Australia,Tussock,NA,NA,Therophyte,0.45,not_vegetative,C4,30,190,1,3.5,simple,148.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Paspalidium retiglume,Australia,Tussock,NA,NA,Therophyte,0.5,not_vegetative,C4,40,100,3,5,simple,168,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/APNI,NA,NA,NA,NA,NA,NA,NA
Paspalidium scabrifolium,Queensland,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,80,300,4,8,simple,684,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/NCA 2006,NA,1,NA,80,300,4,8
Paspalidium spartellum,Queensland,Tussock,NA,NA,Hemicryophyte,1.15,not_vegetative,C4,10,60,0.1,4,simple,43.05,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/NCA 2006,NA,NA,NA,NA,NA,NA,NA
Paspalidium udum,Australia,Tussock,NA,NA,Hemicryophyte,0.9,vegetative,C4,150,200,5,11,simple,840,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/NCA 2006,Clonal below ground,NA,NA,NA,NA,NA,NA
